M	Iben	harmony	Ibo
M	Idi	born during Idd festival	Swahili
M	Idogbe	born after twins	Yoruba
M	Ilom	my enemies are many	Yoruba
M	Imasu	great beauty	Quechua
M	Ipyana	grace	Nyakyusa
M	Iroagbulam	let enmity destroy me	Ibo
M	Issa	God is our salvation	Swahili
M	Itembe	trust; confidence	Zulu
M	Jabulani	be happy	Zimbab.
M	Jafari	creek	Swahili
M	Jaman	friend	Swahili
M	Jata	celestial star	Kikuyu
M	Jibade	born close to royalty	Yoruba
M	Jima	of southwest Ethiopia	Ethiopian
M	Jimiyu	born in a dry season	Abaluhya
M	Juma	born on Friday	Swahili
M	Kabiito	born while foreigners visit	Rutooro
M	Kabonero	sign	Runyankore
M	Kakyomya	ancient God	Runyoro
M	Kami	of eastern Tanzania	Tanzanian
M	Kamuhanda	born during a trip	Runyankore
M	Karutunda	a little person	Runyankore
M	Kasozi	mountain	Luganda
M	Katuramu	born after a long pregnancy	Rutooro
M	Kave	above it all	Wolof
M	Kayin	long-hoped for child	Yoruba
M	Kayonga	warrior of the Ankole clan	Runyankore
M	Keanjaho	mountain of beans	Kikuyu
M	Kelile	protector	Amharic
M	Kemi	spoil me with love	Yoruba
M	Kesse	chubby baby	Fante
M	Khamisi	born on Thursday	Swahili
M	Kiante	born at dawn	Kikuyu
M	Kigongo	born before twins	Luganda
M	Kintu	first man	Ugandan
M	Kito	precious stone	Swahili
M	Kobe	turtle	Swahili
M	Kokayi	summon the people	Shona
M	Kovan	owl	Zulu
M	Kpodo	elder of twins	Ewe
M	Kudzai	to lift one up	Shona
M	Kuende	growth	Swahili
M	Kwabena	born on Tuesday	Akan
M	Kwakou	born on Wednesday	Ewe
M	Kwame	born on Saturday	Akan
M	Kwanzaa	feast of first fruits	Swahili
M	Laniyan	thoughtful one	Yoruba
M	Lema	cultivated	Amharic
M	Ligongo	who is this?	Yao
M	Lipapwiche	torn	Mwera
M	Madaadi	of an age group	Kikuyu
M	Madzimoyo	water of life	Ngoni
M	Magomu	younger one of twins	Luganda
M	Makker	wise man	Amharic
M	Manay	love	Quechua
M	Manu	second-born child	Akan
M	Maskini	poor	Swahili
M	Mawalawde	God will provide	Ewe
M	Mazi	respectable sir	Ibo
M	Mbwana	master	Swahili
M	Mekonnen	respected, elite	Amharic
M	Merille	people of Ethiopia	Ethiopian
M	Miruts	the chosen one	Tingrinya
M	Moja	satisfaction	Shona
M	Mongo	famous	Yoruba
M	Monzal	handsome one	Amharic
M	Moyo	heart	Swahili
M	Mpagi	pillar of the community	Luganda
M	Mtumwa	pledged	Swahili
M	Mugisa	born with luck	Rutooro
M	Muhairwe	God-given child	Runyankore
M	Mukasa	God's chief administrator	Luganda
M	Mulumba	has more than his share	Luganda
M	Musisi	born during an earthquake	Luganda
M	Musoke	born under a rainbow	Rukonjo
M	Muwanga	the creator	Luganda
M	Mwaka	born on New Year's Eve	Luganda
M	Mwake	born during farming season	Swahili
M	Nakisisa	child of the shadows	Muganda
M	Nangila	born on a trip	Abaluhya
M	Nangwaya	don't trifle with me	Mwera
M	Nassor	victorious	Swahili
M	Natukundo	God loves us	Runyankore
M	Nikusubila	hopeful	Nyakyusa
M	Njere	cleverness	Shona
M	Nkrumah	ninth-born child	Akan
M	N'namdi	father's name lives on	Ibo
M	Nsubuga	of the fish totem clan	Luganda
M	Nuwamanya	omniscient	Runyankore
M	Nyakoojo	fifth-born son	Rutooro
M	Obadele	king arrives at the house	Yoruba
M	Oban	king	Yoruba
M	Obaseki	influence of the king	Benin
M	Abasi	stern	Swahili
M	Abeeku	born on Wednesday	Fante
M	Abejide	born during winter	Yoruba
M	Abidugun	born before the war	Yoruba
M	Abiola	born in honor	Yoruba
M	Abudakar	noble	Swahili
M	Achinike	slow & steady wins the race	Ibo
M	Addae	morning sun	Akan
M	Addi	the new	Amharic
M	Ade	royal	Yoruba
M	Adebayo	he came during a joyful time	Yoruba
M	Adegoke	king has been exalted	Yoruba
M	Adelaja	king settles a quarrel	Yoruba
M	Adetokunbo	honor came from overseas	Yoruba
M	Adigun	righteous	Yoruba
M	Adom	help from God	Akan
M	Adunbi	born to be pleasant	Yoruba
M	Afework	speaks pleasant things	Ethiopian
M	Afram	Afram river	Ghanan
M	Agyeman	fourteenth-born child	Akan
M	Ajamu	fights for what he wants	Yoruba
M	Aje	wizard	Yoruba
M	Akello	I have bought	Alur
M	Akinkawon	bravery pacified them	Yoruba
M	Akinlawon	bravery sustains them	Yoruba
M	Akinshegun	valor conquers	Yoruba
M	Akinwole	valor enters the house	Yoruba
M	Akoni	brave warrior	Yoruba
M	Amani	peace, trust, safety	Swahili
M	Ambakisye	God has been merciful	Ndali
M	Ametefe	born after his father's death	Ewe
M	Anella	content; satisfied	Zulu
M	Angorit	last-born child	Ateso
M	Animashaun	generous	Yoruba
M	Ankoma	last born child	Akan
M	Anuli	joy	Ibo
M	Aramde	the walker	Amharic
M	Aren	eagle	Nigerian
M	Atieno	guardian of the night	Swahili
M	Atu	born on Saturday	Fante
M	Ayinde	gave praises and God came	Yoruba
M	Azizi	precious	Swahili
M	Azmera	harvest	Ethiopian
M	Babafemi	father loves me	Yoruba
M	Babatunji	father returns again	Yoruba
M	Badru	born at full moon	Swahili
M	Badu	tenth-born child	Akan
M	Bagamba	let them talk	Rutooro
M	Bagenda	they went	Luganda
M	Bahemuka	resembles his father	Runyoro
M	Baingana	people are equal	Runyoro
M	Bakari	promise	Kiswahili
M	Balondemu	chosen one	Musoga
M	Bandele	born away from home	Yoruba
M	Banga	knife	Shona
M	Bategeka	people plan	Runyoro
M	Bayana	clear knowledge	Swahili
M	Berhanua	his light	Amharic
M	Birtuka	sweet as an orange	Amharic
M	Birungi	something nice; perfect	Luganda
M	Bisi	the first child	Yoruba
M	Bwambale	second-born son	Rukonjo
M	Bwana Mkubwa	great master	Swahili
M	Bwire	born at night	Bakedi
M	Byarugaba	of God	Rukiga
M	Chi	personal guardian angel	Nigerian
M	Chijoke	God gives talent	Ibo
M	Chilemba	turban	Mwera
M	Chinan	an astonishing event	Shona
M	Chioke	gift of God	Ibo
M	Chitundu	bird's nest	Mwera
M	Chukwudi	God has blessed us	Ibo
M	Coffie	born on Tuesday	Ewe
M	Commie	born on Saturday	Ewe
M	Danladi	born on Sunday	Hausa
M	Daudi	beloved one	Swahili
M	Dawit	beloved	Ethiopian, Hebrew
M	Dayo	joy arrives	Yoruba
M	Deg	generous kindness	Amharic
M	Dembe	peace	Luganda
M	Dulana	superior strength	Zulu
M	Dulani	cutting	Ngoni
M	Dumaka	help me with hands	Ibo
M	Ekundayo	happiness after sorrow	Yoruba
M	Elewa	one who understands	Swahili
M	Enani	being	Lugbara
M	Essien	sixth-born son	Ga
M	Ewansiha	secrets are not for sale	Benin
M	Fanta	absence filler; proxy	Amharic
M	Fariji	consolation	Swahili
M	Fenuku	born after term	Fante
M	Fethee	judgment	Ethiopian
M	Fynn	Offin river	Ghanan
M	Gainde	wolf	Wolof
M	Galabba	talking	Lugwere
M	Ganya	able to outwit; cunning	Zulu
M	Gezan	the one in charge	Amharic
M	Gonza	love	Rutooro
M	Goredenna	black cloud	Shona
M	Gowon	rainmaker	Tiv
M	Sabola	pepper	Ngoni
M	Safari	born while on a trip	Kiswahili
M	Safiri	born on a journey	Swahili
M	Sefu	sword	Swahili
M	Sekayi	laughter	Shona
M	Semanda	of the cow totem clan	Luganda
M	Shomari	forceful	Swahili
M	Simba	strength of a lion	Shona
M	Sisay	omen of good things	Amharic
M	Sisi	born on Sunday	Fante
M	Siwazuri	they are not nice people	Swahili
M	Sono	elephant	Akan
M	Sowande	the wise healer	Yoruba
M	Sultan	ruler	Swahili
M	Tajiri	hope; confidence	Swahili
M	Tapy	gifted from God	Shona
M	Tefere	seed	Ethiopian
M	Teka	he has replaced	Amharic
M	Teruworq	good gold	Ethiopian
M	Thenga	bring him	Yao
M	Tian	respect	Kikuyu
M	Tichawonna	we shall see	Shona
M	Toben	praise God	Ibo
M	Tombe	village in Uganda	Kakwa
M	Tongo	always stay the same	Shona
M	Tukesiga	hopeful	Rukiga
M	Tusuubira	we have hope	Rukiga
M	Tyehimba	we stand as a nation	Tiv
M	Udoka	make peace with others	Ibo
M	Umija	unity	Swahili
M	Vinza	a people of Tanzania	Tanzanian
M	Vuai	savior	Swahili
M	Waloga	bewitched	Lunyole
M	Wanniya	spirit; courage	Amharic
M	Wasswa	a name given to twins	Luganda
M	Weke	born on Eke market day	Ibo
M	Yahcay	knowledge; wisdom	Quechua
M	Yahya	God's gift	Swahili
M	Yanapay	helpful one	Quechua
M	Yohannas	God's gracious gift	Ethiopian
M	Yorkoo	born on Thursday	Fante
M	Yusuf	he shall add to his powers	Kenyan
M	Zafan	melody	Amharic
M	Zawadi	gift	Swahili
M	Zewde	my crown	Amharic
M	Zinyeza	consciousness	Zulu
M	Zira	path; the way	Shona
M	Ziwa	lake	Swahili
M	Zoputan	protector	Yoruba
M	Zula	town in Eritrea	Ethiopian
M	Zulan	the wanderer	Zulu
M	Sabola	pepper	Ngoni
M	Safari	born while on a trip	Kiswahili
M	Safiri	born while on a journey	Swahili
M	Sefu	sword	Swahili
M	Sekayi	laughter	Shona
M	Semanda	boy of the cow totem clan	Luganda
M	Shomari	forceful	Swahili
M	Simba	a strong person	Shona
M	Sisay	omen of good things	Amharic
M	Sisi	born on Sunday	Fante
M	Siwazuri	conflict	Swahili
M	Sono	elephant	Akan
M	Sowande	the wise healer	Yoruba
M	Sultan	ruler	Swahili
M	Tajiri	hope; confidence	Swahili
M	Tapy	gifted from God	Shona
M	Tefere	seed	Ethiopian
M	Teka	he has replaced	Amharic
M	Teruworq	good gold	Ethiopian
M	Thenga	bring him	Yao
M	Tian	respect	Kikuyu
M	Tichawonna	we shall see	Shona
M	Toben	praise God	Ibo
M	Tombe	village in Uganda	Kakwa
M	Tongo	we will always stay the same	Shona
M	Tukesiga	hopeful	Rukiga
M	Tusuubira	we have hope	Rukiga
M	Tyehimba	we stand as a nation	Tiv
M	Udoka	peaceful	Ibo
M	Umija	unity	Swahili
M	Vinza	people of Tanzania	Tanzanian
M	Vuai	savior	Swahili
M	Waloga	bewitched	Lunyole
M	Wanniya	spirit; courage	Amharic
M	Wasswa	name given to twins	Luganda
M	Weke	born on Eke market day	Ibo
M	Yahcay	wisdom	Quechua
M	Yahya	God's gift	Swahili
M	Yanapay	helpful one	Quechua
M	Yohannas	God's gracious gift	Ethiopian
M	Yorkoo	born on Thursday	Fante
M	Yusuf	he shall add to his powers	Kenyan
M	Zafan	melody	Amharic
M	Zawadi	gift	Swahili
M	Zewde	my crown	Amharic
M	Zinyeza	consciousness	Zulu
M	Zira	path; the way	Shona
M	Ziwa	lake	Swahili
M	Zoputan	protector	Yoruba
M	Zula	port town in Eritrea	Ethiopian
M	Zulan	the wanderer	Zulu
